id,name,
500,Tom Cruise,
150536,Barry Otto,
76182,Nicholas Eadie,
76788,Dev Patel,
108916,Rooney Mara,
1371,David Wenham,
113552,Briony Behets,
1242514,James Smillie,
1246450,Bartholomew John,
1747292,Robert Board,
106179,Anthony Franciosa,
82315,Jean Harlow,
11492,Clark Gable,
1916574,Caitlin Doughty,
5168,Gabriel Byrne,
516,Annette Bening,
4517,Joe Pesci,
71531,Deepak Chopra,
1383964,Thích Nhất Hạnh,
1867979,Sister Chân Không,
8293,Marion Cotillard,
32017,Didier Lavergne,
3753843,Bryna Rifkin,
5682,Anouk Aimée,
44556,Richard Anconina,
20234,Fanny Ardant,
40159,Keith Michell,
58414,Dina Merrill,
4,Carrie Fisher,
6541,Philip Bosco,
157359,Jane Connell,
1729824,Randy Doney,
1392152,Dan Levy,
26510,Eugene Levy,
11514,Catherine O'Hara,
290,Christopher Plummer,
21104,Glenne Headly,
80866,Nell Carter,
40063,Lea DeLaria,
537064,Perry Como,
109887,Caroll Spinney,
8515,Jane Darwell,
5829,Karen Dotrice,
1201,Garry Marshall,
1041410,Charmian Carr,
22384,John Amos,
105637,Morey Amsterdam,
6613,Minnie Driver,
57133,Paulo Costanzo,
18461,Nick Chinlund,
1216139,Michael Raynor,
57389,Justin Pierce,
87525,Alan Carr,
7056,Emma Thompson,
154782,Pat Benatar,
154783,Neil Giraldo,
174875,Carly Simon,
929825,Ava DuVernay,
2302408,Korey Wise,
20019,Lee Daniels,
1658802,Andra Day,
964843,Michelle Obama,
3889844,Haizel Adofo,
113461,John Legend,
206444,Constance Wu,
1700631,Liza Koshy,
2503684,Abdullah bin Abdulaziz Al Saud,
107379,LeBron James,
66620,Angela Merkel,
2134341,Theresa May,
3089883,Gabby Giffords,
1608713,Mark Kelly,
1068409,Frank Marshall Davis,
1068410,Ann Dunham,
1068411,Stanley Dunham,
149923,Lester Brown,
1063969,Yvo de Boer,
1063970,Paul R. Ehrlich,
10279,Adolf Hitler,
89300,Nelson Mandela,
3451053,Natalya Sindeeva,
3527796,Aleksandr Vinokurov,
1745467,Vera Krichevskaya,
1173480,François Hollande,
1348088,Laurent Delahousse,
1977908,Claire Chazal,
2169865,Birgitta Assheuer,
2920376,Îlham Ahmed,
2920377,Zaher al-Saket,
